customer_id,total_txns,total_gmv,lifetime_value,first_txn,last_txn,active_days,clv_bucket,segment_tag
2792,3,336.21,6.117528999999999,2025-01-05,2025-05-05,120,Top 25%,C
2793,5,1058.44,14.203415,2025-03-30,2025-10-24,208,Top 10%,C
2794,3,1003.49,-3.313578000000001,2025-01-26,2025-09-13,230,Bottom 50%,D
2795,2,439.37,1.0677150000000006,2025-04-06,2025-10-23,200,Bottom 50%,B
2796,5,1486.8,16.424304000000003,2025-03-19,2025-12-19,275,Top 10%,C
2797,3,497.27,6.2191790000000005,2025-06-01,2025-09-17,108,Top 25%,C
2798,5,1030.9299999999998,11.548442000000001,2025-03-13,2025-12-17,279,Top 10%,B
2799,2,521.62,9.612974,2025-03-23,2025-10-09,200,Top 25%,C
2800,3,1437.73,-25.092398999999997,2025-11-13,2025-12-23,40,Bottom 50%,C
2801,2,2120.9700000000003,16.348023,2025-04-13,2025-07-17,95,Top 10%,C
2802,2,399.01,-8.954959,2025-01-04,2025-07-11,188,Bottom 50%,C
2803,3,886.7,0.6605380000000016,2025-04-09,2025-11-04,209,Bottom 50%,B
2804,2,297.34000000000003,1.1552630000000002,2025-01-10,2025-11-11,305,Bottom 50%,C
2805,5,1730.29,-2.774359000000003,2025-02-10,2025-05-22,101,Bottom 50%,B
2806,1,68.59,0.887696,2025-09-29,2025-09-29,0,Bottom 50%,A
2807,1,145.88,2.62936,2025-11-27,2025-11-27,0,Bottom 50%,B
2808,1,225.65,4.26943,2025-07-21,2025-07-21,0,Top 25%,A
2809,3,1201.38,-31.34963700000001,2025-04-23,2025-11-18,209,Bottom 50%,B
2810,2,898.44,10.616828,2025-07-30,2025-11-04,97,Top 25%,B
2811,1,536.26,10.242224000000002,2025-01-11,2025-01-11,0,Top 25%,C
2812,5,1177.1599999999999,17.101786999999998,2025-04-19,2025-10-25,189,Top 10%,B
2813,1,77.87,1.2863349999999998,2025-11-30,2025-11-30,0,Bottom 50%,A
2814,1,823.8,-42.91112,2025-02-05,2025-02-05,0,Bottom 50%,C
2815,4,836.9300000000001,18.018924000000002,2025-01-18,2025-12-30,346,Top 10%,D
2816,3,871.16,5.7828349999999995,2025-01-12,2025-08-11,211,Top 25%,C
2817,5,1116.8,-24.115021999999996,2025-01-24,2025-11-02,282,Bottom 50%,D
2818,1,793.09,5.181591,2025-05-11,2025-05-11,0,Top 25%,A
2820,8,1818.82,6.369041999999999,2025-02-10,2025-12-08,301,Top 25%,C
2821,3,1173.01,-23.069840000000003,2025-01-17,2025-09-10,236,Bottom 50%,B
2822,3,898.86,19.599768,2025-02-20,2025-12-14,297,Top 10%,D
2823,5,876.48,3.3155159999999997,2025-01-14,2025-12-15,335,Bottom 50%,C
2824,2,291.32,2.432663,2025-02-13,2025-06-08,115,Bottom 50%,D
2825,4,1310.4,-48.000662999999996,2025-01-19,2025-12-03,318,Bottom 50%,D
2826,1,170.55,4.04553,2025-12-09,2025-12-09,0,Bottom 50%,B
2827,2,619.85,6.493947,2025-01-06,2025-01-30,24,Top 25%,B
2828,3,751.9000000000001,2.748996,2025-03-17,2025-07-11,116,Bottom 50%,D
2829,4,470.97,7.505088000000001,2025-08-01,2025-11-24,115,Top 25%,D
2830,6,1250.62,11.118848,2025-02-10,2025-10-06,238,Top 25%,B
2831,3,1528.46,14.893663,2025-02-20,2025-08-22,183,Top 10%,C
2832,4,1343.55,7.805482,2025-01-24,2025-11-19,299,Top 25%,D
2833,1,322.95,3.2021200000000003,2025-02-01,2025-02-01,0,Bottom 50%,B
2834,4,1600.65,3.614699,2025-03-08,2025-12-25,292,Bottom 50%,B
2835,3,895.8299999999999,9.738461999999998,2025-01-28,2025-11-14,290,Top 25%,A
2836,7,1241.52,6.727116999999999,2025-01-20,2025-09-02,225,Top 25%,A
2837,4,791.46,10.909165999999999,2025-01-20,2025-08-05,197,Top 25%,C
2838,3,524.21,-4.3094860000000015,2025-02-25,2025-09-20,207,Bottom 50%,C
2839,4,1304.5400000000002,24.337775999999998,2025-01-28,2025-11-15,291,Top 1%,A
2840,6,6050.590000000001,106.061375,2025-04-24,2025-11-15,205,Top 1%,B
2841,2,803.1700000000001,8.279101,2025-03-04,2025-04-08,35,Top 25%,C
2842,2,908.01,13.432154,2025-08-25,2025-12-18,115,Top 10%,B
2843,5,1389.52,-12.916198000000001,2025-03-09,2025-09-02,177,Bottom 50%,A
2844,3,419.75,5.667158999999999,2025-01-03,2025-10-02,272,Top 25%,B
2845,4,2073.68,-39.43355,2025-05-18,2025-11-18,184,Bottom 50%,B
2846,6,1378.4,12.283783,2025-01-31,2025-10-23,265,Top 10%,B
2847,2,492.86,10.104456,2025-02-02,2025-10-01,241,Top 25%,B
2848,4,4245.68,52.785419000000005,2025-01-29,2025-09-02,216,Top 1%,B
2850,3,811.63,10.227307,2025-03-02,2025-09-18,200,Top 25%,B
2851,2,122.88,-0.7785940000000001,2025-08-20,2025-08-31,11,Bottom 50%,D
2852,1,74.87,1.704471,2025-09-28,2025-09-28,0,Bottom 50%,A
2853,1,443.87,3.8650220000000006,2025-10-19,2025-10-19,0,Bottom 50%,D
2854,3,745.31,12.715956,2025-05-19,2025-09-06,110,Top 10%,C
2855,4,3570.3,-1.8319839999999985,2025-03-25,2025-11-19,239,Bottom 50%,C
2856,3,595.14,6.601153,2025-04-22,2025-11-14,206,Top 25%,B
2857,5,2064.06,-49.233855,2025-01-29,2025-08-14,197,Bottom 50%,B
2858,1,174.4,3.4216800000000003,2025-05-01,2025-05-01,0,Bottom 50%,C
2859,2,511.39000000000004,0.9922970000000001,2025-02-02,2025-05-20,107,Bottom 50%,D
2860,2,489.51,5.6022680000000005,2025-02-28,2025-08-04,157,Top 25%,D
2861,4,1015.16,-4.753809000000002,2025-02-08,2025-12-16,311,Bottom 50%,A
2862,2,482.18,6.0761080000000005,2025-03-16,2025-09-05,173,Top 25%,D
2863,1,145.56,0.7545960000000002,2025-08-06,2025-08-06,0,Bottom 50%,D
2864,5,755.86,-5.444789999999999,2025-02-01,2025-10-11,252,Bottom 50%,A
2865,2,180.74,2.593115,2025-01-18,2025-07-25,188,Bottom 50%,B
2866,6,1894.78,4.907646999999997,2025-01-30,2025-11-15,289,Top 25%,A
2867,2,1128.87,1.7123860000000004,2025-10-04,2025-11-21,48,Bottom 50%,C
2868,1,134.83,1.0852660000000003,2025-12-10,2025-12-10,0,Bottom 50%,C
2869,3,721.72,6.487287999999999,2025-04-20,2025-12-28,252,Top 25%,A
2870,4,1321.03,19.767794,2025-01-15,2025-07-10,176,Top 10%,A
2871,4,442.32,-4.294281000000001,2025-03-27,2025-11-12,230,Bottom 50%,A
2872,3,529.42,2.3535380000000004,2025-01-20,2025-03-06,45,Bottom 50%,D
2873,3,767.53,-10.447198999999998,2025-03-27,2025-09-26,183,Bottom 50%,D
2874,2,468.16,-16.752001,2025-06-23,2025-09-19,88,Bottom 50%,A
2875,4,1646.47,16.131113,2025-05-02,2025-07-14,73,Top 10%,C
2876,4,1112.83,-22.596042,2025-01-26,2025-03-20,53,Bottom 50%,B
2877,5,937.64,14.693,2025-03-03,2025-12-24,296,Top 10%,D
2878,4,2245.92,-36.509977,2025-01-18,2025-11-02,288,Bottom 50%,A
2879,3,1432.07,-23.791874,2025-05-04,2025-12-09,219,Bottom 50%,B
2880,6,2473.89,38.495529000000005,2025-07-19,2025-12-29,163,Top 1%,A
2881,4,1193.78,-13.222334,2025-02-07,2025-09-08,213,Bottom 50%,A
2882,3,820.6400000000001,2.97431,2025-01-15,2025-04-14,89,Bottom 50%,D
2883,7,1226.8400000000001,-3.8766730000000016,2025-01-28,2025-10-22,267,Bottom 50%,B
2884,3,584.75,4.5939440000000005,2025-07-23,2025-10-18,87,Top 25%,A
2886,4,1276.42,-5.992941999999998,2025-01-12,2025-03-08,55,Bottom 50%,D
2887,3,955.3600000000001,-13.737781999999996,2025-01-04,2025-07-16,193,Bottom 50%,C
2888,4,1183.51,17.674225000000003,2025-06-10,2025-12-04,177,Top 10%,A
2889,3,319.58000000000004,3.129315,2025-03-26,2025-08-06,133,Bottom 50%,C
2890,3,954.35,4.990914,2025-01-02,2025-07-18,197,Top 25%,A
2891,2,150.82,3.3069840000000004,2025-03-14,2025-03-20,6,Bottom 50%,D
2892,3,644.0899999999999,8.001562,2025-07-05,2025-10-27,114,Top 25%,A
2893,3,877.48,11.428698,2025-01-03,2025-04-16,103,Top 10%,C
2894,1,1030.37,8.681033,2025-06-18,2025-06-18,0,Top 25%,C
2895,3,581.27,4.960091,2025-01-01,2025-07-23,203,Top 25%,C
2896,1,53.53,0.805068,2025-03-24,2025-03-24,0,Bottom 50%,D
2897,5,3032.8599999999997,64.56821899999998,2025-03-18,2025-11-15,242,Top 1%,A
2898,6,3269.62,-15.293099999999999,2025-02-27,2025-12-23,299,Bottom 50%,C
2899,5,1175.56,5.3957120000000005,2025-04-07,2025-11-08,215,Top 25%,A
2900,5,1541.1,-5.9747010000000005,2025-02-01,2025-12-30,332,Bottom 50%,B
2901,5,1696.51,-14.676672000000002,2025-03-14,2025-12-05,266,Bottom 50%,C
2902,3,326.43,-4.894017,2025-07-11,2025-12-10,152,Bottom 50%,B
2903,10,2069.98,-2.337215999999999,2025-01-05,2025-11-29,328,Bottom 50%,A
2904,1,128.62,2.1837799999999996,2025-05-12,2025-05-12,0,Bottom 50%,A
2905,2,633.5699999999999,-7.151807,2025-02-23,2025-07-12,139,Bottom 50%,A
2906,2,322.07,-15.505036999999998,2025-07-03,2025-08-09,37,Bottom 50%,A
2907,2,538.26,9.165313999999999,2025-02-28,2025-12-14,289,Top 25%,D
2908,4,1030.0900000000001,-10.675004,2025-01-03,2025-11-14,315,Bottom 50%,C
2909,4,578.47,5.768642,2025-01-19,2025-11-05,290,Top 25%,B
2910,3,1318.9399999999998,5.137018999999998,2025-05-02,2025-08-14,104,Top 25%,C
2911,2,646.27,-17.002093000000002,2025-02-27,2025-06-09,102,Bottom 50%,B
2912,4,2218.7200000000003,-45.355472999999996,2025-04-23,2025-07-13,81,Bottom 50%,B
2913,3,1706.3,19.714996,2025-01-06,2025-07-29,204,Top 10%,A
2914,5,760.53,13.160998999999999,2025-03-14,2025-08-25,164,Top 10%,C
2916,3,1219.81,12.585089000000002,2025-01-12,2025-10-06,267,Top 10%,D
2917,4,1657.55,13.215141,2025-01-10,2025-09-13,246,Top 10%,D
2918,2,207.74,-1.6921790000000005,2025-08-29,2025-09-24,26,Bottom 50%,B
2919,3,1706.77,1.495841999999998,2025-09-10,2025-12-12,93,Bottom 50%,A
2920,1,154.39,2.39024,2025-11-06,2025-11-06,0,Bottom 50%,B
2921,3,451.43999999999994,-4.080883,2025-03-08,2025-06-24,108,Bottom 50%,B
2922,4,1046.04,19.600454,2025-02-22,2025-11-22,273,Top 10%,B
2923,4,1061.03,15.992471,2025-03-10,2025-09-26,200,Top 10%,C
2924,3,2593.55,-91.395482,2025-01-05,2025-12-30,359,Bottom 50%,A
2925,4,706.15,11.559859,2025-01-04,2025-12-22,352,Top 10%,C
2926,2,552.15,3.8879350000000006,2025-04-19,2025-05-23,34,Bottom 50%,A
2927,3,611.47,3.4162040000000014,2025-07-03,2025-11-07,127,Bottom 50%,D
2928,1,151.34,2.863006,2025-03-26,2025-03-26,0,Bottom 50%,C
2929,4,842.48,15.344110999999998,2025-02-14,2025-12-24,313,Top 10%,A
2930,3,645.1800000000001,10.720449,2025-08-11,2025-12-08,119,Top 25%,D
2931,2,819.0699999999999,-8.199224000000001,2025-03-04,2025-12-26,297,Bottom 50%,D
2932,4,778.8299999999999,10.862053999999999,2025-01-03,2025-09-21,261,Top 25%,D
2933,1,231.56,5.102688000000001,2025-12-12,2025-12-12,0,Top 25%,B
2934,2,1884.63,33.64912399999999,2025-01-28,2025-05-11,103,Top 1%,B
2935,2,321.42,3.5349820000000003,2025-09-03,2025-09-30,27,Bottom 50%,C
2936,3,425.85,5.22748,2025-04-09,2025-10-19,193,Top 25%,C
2937,2,416.34,7.210984,2025-09-17,2025-12-30,104,Top 25%,C
2938,2,1538.3,-48.168538,2025-02-15,2025-10-23,250,Bottom 50%,B
2939,4,460.34999999999997,3.2518559999999983,2025-03-03,2025-12-15,287,Bottom 50%,D
2940,1,50.6,0.38093999999999995,2025-09-10,2025-09-10,0,Bottom 50%,C
2941,4,1368.58,-21.995345999999998,2025-01-01,2025-07-13,193,Bottom 50%,B
2942,3,444.97,5.196134,2025-02-01,2025-06-24,143,Top 25%,B
2943,1,198.75,2.451,2025-05-24,2025-05-24,0,Bottom 50%,D
2944,6,1428.94,12.720656,2025-01-05,2025-12-14,343,Top 10%,B
2945,6,1324.46,18.945314,2025-02-14,2025-08-20,187,Top 10%,A
2946,2,1009.73,15.149529,2025-06-22,2025-07-28,36,Top 10%,C
2948,3,1346.46,-26.172767999999998,2025-05-09,2025-09-20,134,Bottom 50%,C
2949,2,268.56,3.3851999999999993,2025-03-28,2025-05-15,48,Bottom 50%,D
2950,2,270.97,1.9717500000000001,2025-09-03,2025-11-20,78,Bottom 50%,C
2951,3,2426.83,-118.78379300000002,2025-01-16,2025-10-17,274,Bottom 50%,C
2952,2,407.52,4.101890000000001,2025-02-08,2025-02-18,10,Bottom 50%,C
2953,3,1041.76,16.978506,2025-05-15,2025-08-17,94,Top 10%,C
2954,2,227.51,3.4883589999999995,2025-02-09,2025-09-02,205,Bottom 50%,A
2955,5,846.4,10.525736,2025-01-31,2025-10-04,246,Top 25%,A
2956,3,575.11,-8.573492000000002,2025-01-15,2025-12-21,340,Bottom 50%,D
2957,5,1932.76,30.405769,2025-02-03,2025-10-11,250,Top 1%,D
2958,1,155.2,-7.9816,2025-02-22,2025-02-22,0,Bottom 50%,A
2959,1,120.3,1.81871,2025-11-23,2025-11-23,0,Bottom 50%,A
2960,6,1043.55,12.156105999999998,2025-01-09,2025-12-21,346,Top 10%,B
2961,2,358.21999999999997,5.683794,2025-01-29,2025-09-07,221,Top 25%,A
2962,3,2534.41,-137.662336,2025-03-24,2025-07-19,117,Bottom 50%,A
2963,6,1049.0300000000002,-14.434113,2025-04-14,2025-12-10,240,Bottom 50%,B
2964,3,413.38,7.46091,2025-02-20,2025-07-09,139,Top 25%,B
2965,7,975.1099999999999,13.324735,2025-02-04,2025-12-29,328,Top 10%,B
2966,7,1483.53,6.0894499999999985,2025-01-14,2025-11-09,299,Top 25%,B
2967,3,1220.97,-14.425536000000001,2025-03-24,2025-08-07,136,Bottom 50%,B
2968,5,678.94,9.130811000000001,2025-02-10,2025-12-29,322,Top 25%,D
2969,3,1507.02,24.899489,2025-02-12,2025-12-01,292,Top 1%,A
2970,6,1978.55,-14.083157000000003,2025-01-23,2025-12-23,334,Bottom 50%,B
2971,2,440.18,0.7314859999999996,2025-02-04,2025-12-31,330,Bottom 50%,B
2972,3,566.51,-6.462612000000001,2025-06-10,2025-09-03,85,Bottom 50%,C
2973,4,1926.6299999999999,26.769854000000002,2025-01-16,2025-12-28,346,Top 1%,C
2974,6,1786.23,18.926157000000003,2025-02-27,2025-12-15,291,Top 10%,B
2975,1,64.38,-1.701318,2025-07-02,2025-07-02,0,Bottom 50%,A
2976,3,380.45,3.987537,2025-03-17,2025-10-26,223,Bottom 50%,A
2977,4,585.41,-7.599478000000001,2025-01-22,2025-11-30,312,Bottom 50%,A
2978,4,1993.49,26.505083,2025-02-11,2025-06-19,128,Top 1%,B
2979,4,890.4799999999999,10.870674999999999,2025-04-02,2025-11-22,234,Top 25%,C
2981,4,4954.92,58.486256999999995,2025-02-16,2025-12-10,297,Top 1%,C
2982,3,653.34,6.363156999999999,2025-01-08,2025-12-24,350,Top 25%,B
2983,3,1246.08,11.812674000000001,2025-04-25,2025-11-15,204,Top 10%,A
2984,2,3653.01,28.538132000000008,2025-03-10,2025-04-24,45,Top 1%,B
2985,1,68.0,0.532,2025-08-26,2025-08-26,0,Bottom 50%,D
2986,1,225.24,5.025568,2025-11-02,2025-11-02,0,Top 25%,C
2987,3,765.35,7.031083000000001,2025-03-17,2025-05-22,66,Top 25%,B
2988,5,1937.12,-61.688539,2025-02-22,2025-12-30,311,Bottom 50%,C
2989,8,2314.73,13.399925000000003,2025-02-15,2025-12-09,297,Top 10%,A
2990,5,1171.93,10.764756000000002,2025-01-10,2025-11-04,298,Top 25%,A
2991,3,1388.49,15.5472,2025-03-02,2025-11-03,246,Top 10%,A
2992,6,859.47,10.137454000000002,2025-01-10,2025-11-07,301,Top 25%,D
2993,3,451.84000000000003,-8.962675,2025-02-05,2025-11-14,282,Bottom 50%,D
2994,2,267.4,-1.0831900000000003,2025-04-08,2025-05-06,28,Bottom 50%,B
2995,4,896.09,-3.459360000000001,2025-05-10,2025-10-29,172,Bottom 50%,C
2996,3,2638.33,39.501270000000005,2025-06-17,2025-10-09,114,Top 1%,D
2997,2,557.17,10.973633000000001,2025-03-22,2025-11-05,228,Top 25%,A
2998,1,318.01,-4.925114000000001,2025-07-17,2025-07-17,0,Bottom 50%,D
2999,4,1354.53,4.078019999999999,2025-01-09,2025-09-18,252,Bottom 50%,B
3000,5,603.48,8.680351,2025-02-02,2025-09-12,222,Top 25%,B
3001,4,1559.51,-20.560763000000005,2025-01-25,2025-09-18,236,Bottom 50%,D
3002,4,769.85,-10.742124,2025-02-12,2025-11-13,274,Bottom 50%,B
3003,4,571.1800000000001,7.335088000000001,2025-02-07,2025-12-27,323,Top 25%,A
3004,2,717.6400000000001,14.789524,2025-09-20,2025-11-15,56,Top 10%,B
3005,4,1670.5,-1.9448029999999985,2025-04-03,2025-12-20,261,Bottom 50%,A
3006,5,1839.77,15.123136,2025-01-23,2025-12-09,320,Top 10%,A
3007,2,361.89,4.875972000000001,2025-06-14,2025-06-23,9,Top 25%,C
3008,3,1234.5099999999998,16.706336999999998,2025-02-20,2025-05-30,99,Top 10%,D
3009,2,1318.11,-10.635558999999999,2025-01-25,2025-09-20,238,Bottom 50%,A
3010,2,578.65,3.880207000000001,2025-05-17,2025-07-17,61,Bottom 50%,D
3011,3,363.24,3.5440959999999997,2025-02-25,2025-08-06,162,Bottom 50%,C
3012,1,20.26,0.442188,2025-02-18,2025-02-18,0,Bottom 50%,D
3013,5,1454.74,-29.542391999999996,2025-02-04,2025-10-31,269,Bottom 50%,B
3014,2,576.03,9.671563,2025-05-22,2025-05-27,5,Top 25%,A
3015,6,1394.42,1.3207650000000015,2025-03-30,2025-12-20,265,Bottom 50%,C
3016,3,768.5,4.9548960000000015,2025-03-07,2025-09-08,185,Top 25%,C
3017,2,483.52000000000004,9.987917999999999,2025-03-03,2025-12-31,303,Top 25%,C
3018,2,171.16000000000003,1.6100580000000002,2025-03-12,2025-11-24,257,Bottom 50%,A
3019,7,3024.12,6.692451999999999,2025-02-28,2025-12-27,302,Top 25%,D
3020,2,174.46,-1.185257,2025-02-20,2025-07-15,145,Bottom 50%,C
3021,4,490.70000000000005,8.039429000000002,2025-05-10,2025-10-30,173,Top 25%,D
3022,2,182.03,2.8982519999999994,2025-03-18,2025-04-17,30,Bottom 50%,C
3023,4,2371.14,-83.353257,2025-03-10,2025-12-27,292,Bottom 50%,A
3024,5,949.24,-22.097989999999996,2025-04-18,2025-12-14,240,Bottom 50%,A
3025,3,532.33,-4.513882,2025-04-09,2025-11-13,218,Bottom 50%,A
3026,6,930.62,-14.592487,2025-04-15,2025-12-19,248,Bottom 50%,A
3027,5,821.8,-14.940737,2025-03-11,2025-09-30,203,Bottom 50%,B
3028,3,1136.26,-2.400844000000001,2025-04-28,2025-09-24,149,Bottom 50%,A
3029,3,974.2099999999999,16.105862000000002,2025-01-07,2025-04-27,110,Top 10%,A
3030,5,2340.31,-29.798025999999993,2025-05-11,2025-11-12,185,Bottom 50%,C
3031,6,1176.65,16.283621,2025-03-18,2025-12-09,266,Top 10%,C
3032,4,2345.56,-38.61083500000001,2025-01-20,2025-08-22,214,Bottom 50%,A
3033,2,550.23,1.2593799999999995,2025-10-05,2025-10-24,19,Bottom 50%,D
3034,3,1513.23,-25.43215,2025-06-11,2025-11-24,166,Bottom 50%,B
3035,3,664.44,3.180896000000001,2025-09-28,2025-12-07,70,Bottom 50%,C
3036,4,598.66,-18.708286,2025-03-11,2025-11-05,239,Bottom 50%,C
3037,1,80.49,-1.2221420000000003,2025-10-28,2025-10-28,0,Bottom 50%,B
3038,8,2372.5,29.322367999999997,2025-01-12,2025-11-01,293,Top 1%,D
3040,3,1148.04,11.558664,2025-01-08,2025-08-18,222,Top 10%,A
3041,1,192.79,2.5211289999999997,2025-04-13,2025-04-13,0,Bottom 50%,B
3042,3,512.51,-17.090695999999998,2025-01-26,2025-05-11,105,Bottom 50%,A
3043,2,347.41,5.365123000000001,2025-11-04,2025-11-14,10,Top 25%,D
3044,5,1756.1000000000001,25.015791,2025-04-16,2025-09-10,147,Top 1%,C
3045,4,925.75,14.474165,2025-04-17,2025-11-27,224,Top 10%,A
3046,2,296.15,-1.6963600000000003,2025-06-17,2025-10-14,119,Bottom 50%,D
3047,5,965.6300000000001,12.913069,2025-01-23,2025-12-03,314,Top 10%,D
3048,5,2325.93,-38.861853,2025-02-12,2025-12-06,297,Bottom 50%,C
3049,5,1617.3200000000002,19.457395,2025-03-24,2025-11-01,222,Top 10%,A
3050,3,1108.88,-9.529702999999998,2025-01-24,2025-12-31,341,Bottom 50%,D
3051,2,474.62,7.732499999999999,2025-03-12,2025-11-15,248,Top 25%,B
3052,2,642.9300000000001,-3.764600999999999,2025-04-09,2025-05-14,35,Bottom 50%,A
3053,5,1611.1,-38.794982,2025-02-27,2025-08-14,168,Bottom 50%,A
3054,8,2857.46,-26.277804999999997,2025-02-27,2025-10-09,224,Bottom 50%,C
3055,4,1751.21,27.676581000000002,2025-01-27,2025-11-14,291,Top 1%,B
3056,5,990.5,2.9822439999999992,2025-01-03,2025-12-05,336,Bottom 50%,B
3057,4,991.33,9.243290000000002,2025-01-17,2025-07-28,192,Top 25%,B
3058,6,1323.51,-22.839995000000002,2025-04-10,2025-11-25,229,Bottom 50%,B
3059,4,1323.57,1.8196089999999998,2025-01-04,2025-12-25,355,Bottom 50%,A
3060,4,627.18,-5.064103,2025-04-11,2025-11-04,207,Bottom 50%,C
3061,5,974.69,-8.820186000000001,2025-01-28,2025-10-11,256,Bottom 50%,C
3062,2,957.9,18.501330999999997,2025-01-14,2025-12-05,325,Top 10%,B
3063,6,1485.83,19.205164,2025-02-15,2025-10-10,237,Top 10%,D
3065,6,2257.75,-48.624362999999995,2025-02-16,2025-12-16,303,Bottom 50%,D
3066,4,1252.98,12.780424,2025-01-15,2025-12-16,335,Top 10%,A
3068,2,441.64,4.916853,2025-10-24,2025-12-28,65,Top 25%,D
3069,4,1401.5,-38.844129,2025-03-13,2025-12-16,278,Bottom 50%,D
3070,2,322.36,2.5106840000000004,2025-07-14,2025-10-19,97,Bottom 50%,C
3071,6,2013.7900000000002,-7.199806000000001,2025-04-24,2025-10-04,163,Bottom 50%,B
3072,2,620.4499999999999,10.391752999999998,2025-02-27,2025-12-20,296,Top 25%,A
3073,1,295.09,2.9230439999999995,2025-07-14,2025-07-14,0,Bottom 50%,C
3074,4,413.6,3.9890710000000005,2025-01-08,2025-10-26,291,Bottom 50%,B
3075,6,1727.48,1.3011750000000015,2025-01-21,2025-12-29,342,Bottom 50%,A
3076,5,1813.14,8.0857,2025-01-16,2025-11-29,317,Top 25%,A
3077,8,1983.62,11.527921999999998,2025-03-29,2025-12-14,260,Top 10%,A
3078,5,2783.88,-12.717370999999996,2025-03-11,2025-10-07,210,Bottom 50%,C
3079,3,764.1,14.60914,2025-06-10,2025-12-31,204,Top 10%,B
3080,2,499.6,1.8988939999999999,2025-03-01,2025-06-11,102,Bottom 50%,B
3081,3,1036.06,12.792442000000001,2025-05-13,2025-12-21,222,Top 10%,D
3082,4,5397.66,-35.54342600000001,2025-02-01,2025-12-09,311,Bottom 50%,D
3083,4,453.14,-0.5219940000000003,2025-08-12,2025-12-16,126,Bottom 50%,D
3084,4,681.3,3.9638379999999995,2025-01-01,2025-12-01,334,Bottom 50%,D
3085,3,236.38,0.2746839999999997,2025-02-25,2025-11-04,252,Bottom 50%,B
3086,2,397.08,0.5361079999999998,2025-08-25,2025-12-16,113,Bottom 50%,D
3087,4,1892.76,-38.556520000000006,2025-04-17,2025-11-08,205,Bottom 50%,B
3088,3,1297.69,14.02393,2025-08-29,2025-12-09,102,Top 10%,A
3089,1,88.88,-0.8046160000000003,2025-08-07,2025-08-07,0,Bottom 50%,D
3090,2,558.35,-30.992225,2025-04-03,2025-04-09,6,Bottom 50%,C
3091,3,1585.21,-0.05985900000000122,2025-05-07,2025-08-31,116,Bottom 50%,C
3092,1,87.88,1.5815399999999997,2025-10-17,2025-10-17,0,Bottom 50%,D
3093,3,474.33000000000004,-2.1254850000000007,2025-04-26,2025-12-28,246,Bottom 50%,C
3094,4,1242.41,18.218785999999998,2025-03-26,2025-12-22,271,Top 10%,C
3095,4,609.93,4.9984399999999996,2025-04-12,2025-09-13,154,Top 25%,C
3096,3,471.0,-5.3965510000000005,2025-01-04,2025-06-24,171,Bottom 50%,C
3097,2,607.76,1.5723859999999998,2025-04-09,2025-10-06,180,Bottom 50%,D
3098,4,2183.24,-5.652186000000004,2025-03-17,2025-11-05,233,Bottom 50%,D
3099,2,754.05,13.430389999999997,2025-01-22,2025-10-02,253,Top 10%,C
3100,1,224.16,1.4670880000000006,2025-09-29,2025-09-29,0,Bottom 50%,C
3101,4,695.1099999999999,11.740407,2025-02-05,2025-12-22,320,Top 10%,C
3102,3,490.63,7.4848230000000004,2025-05-27,2025-08-14,79,Top 25%,C
3103,4,1057.71,7.838196999999999,2025-04-24,2025-11-29,219,Top 25%,C
3104,3,530.18,9.632811999999998,2025-01-09,2025-04-21,102,Top 25%,B
3106,1,194.39,3.66658,2025-02-24,2025-02-24,0,Bottom 50%,D
3107,3,1314.27,20.653423,2025-02-08,2025-08-10,183,Top 1%,C
3108,4,645.63,8.79869,2025-03-10,2025-08-18,161,Top 25%,D
3110,8,1705.38,-10.338405999999999,2025-03-04,2025-09-30,210,Bottom 50%,C
3111,4,2413.02,39.548958,2025-03-21,2025-10-02,195,Top 1%,D
3112,4,962.3700000000001,11.245902000000001,2025-06-07,2025-11-04,150,Top 25%,D
3113,3,942.1500000000001,-2.0982009999999978,2025-02-17,2025-10-15,240,Bottom 50%,B
3114,4,482.61999999999995,-10.365763000000001,2025-01-30,2025-08-02,184,Bottom 50%,A
3115,4,1015.65,10.573547000000003,2025-02-01,2025-10-12,253,Top 25%,A
3116,2,161.58,-5.66831,2025-05-31,2025-09-23,115,Bottom 50%,A
3117,2,697.75,12.367734,2025-09-20,2025-10-09,19,Top 10%,C
3118,5,1141.3600000000001,12.404721,2025-02-05,2025-12-04,302,Top 10%,A
3119,2,172.95999999999998,2.8088740000000003,2025-02-21,2025-05-15,83,Bottom 50%,B
3120,2,265.46,3.28177,2025-02-11,2025-03-01,18,Bottom 50%,B
3121,2,2032.84,37.424103,2025-01-15,2025-10-03,261,Top 1%,D
3122,2,236.23,1.8654260000000005,2025-01-09,2025-02-27,49,Bottom 50%,B
3123,1,216.89,4.479757,2025-05-18,2025-05-18,0,Top 25%,A
3124,3,414.09999999999997,-13.735721000000002,2025-02-07,2025-10-23,258,Bottom 50%,B
3125,1,92.24,-0.5273520000000002,2025-03-10,2025-03-10,0,Bottom 50%,B
3126,3,517.87,6.876054,2025-03-02,2025-10-26,238,Top 25%,C
3127,4,985.74,11.340531000000002,2025-01-12,2025-12-08,330,Top 25%,C
3128,1,111.26,0.815844,2025-08-27,2025-08-27,0,Bottom 50%,B
3129,5,1156.01,18.421265000000002,2025-02-07,2025-09-26,231,Top 10%,C
3130,3,1859.2200000000003,33.201862000000006,2025-05-08,2025-09-10,125,Top 1%,D
