customer_id,last_txn_date,frequency,monetary,net_revenue,recency_days,r_score,f_score,m_score,rfm_total,rfm_segment,segment_tag
4309,2025-12-01,5,1158.1100000000001,-4.492691999999999,30,4,5,4,13,Champions,C
4310,2025-12-20,2,328.57,-3.5942620000000005,11,5,2,1,8,New Customers,B
4311,2025-12-30,3,651.1500000000001,9.188703,1,5,3,3,11,Loyal Users,B
4312,2025-09-10,5,1489.41,6.646727,112,2,5,4,11,At Risk,C
4313,2025-11-03,2,1211.28,-65.76480399999998,58,3,2,4,9,Potential Loyalists,D
4314,2025-06-20,2,1078.43,13.996869,194,1,2,4,7,Cannot Lose Them,A
4315,2025-12-13,5,4429.43,-5.082074000000006,18,5,5,5,15,Champions,C
4316,2025-05-16,1,118.26,2.509196,229,1,1,1,3,Lost Customers,B
4318,2025-07-11,1,452.73,3.0882050000000003,173,1,1,2,4,Lost Customers,A
4319,2025-10-09,3,1530.52,1.7741989999999994,83,3,3,5,11,Loyal Users,C
4320,2025-10-24,2,245.56,3.6849320000000008,68,3,2,1,6,Potential Loyalists,A
4322,2025-06-20,1,169.77,2.3749290000000003,194,1,1,1,3,Lost Customers,A
4323,2025-12-01,4,1282.9099999999999,0.9903940000000009,30,4,4,4,12,Champions,D
4324,2025-08-16,2,1710.6100000000001,28.220103,137,2,2,5,9,Cannot Lose Them,A
4325,2025-11-24,6,1151.39,-19.670624,37,4,5,4,13,Champions,A
4326,2025-01-25,1,517.13,-6.337588,340,1,1,2,4,Lost Customers,C
4327,2025-10-26,1,139.92,1.8067440000000001,66,3,1,1,5,Potential Loyalists,B
4328,2025-11-05,4,960.38,-17.722896000000002,56,3,4,3,10,Loyal Users,A
4329,2025-11-07,3,838.13,12.032623,54,4,3,3,10,Loyal Users,C
4330,2025-12-11,1,257.33,3.3168869999999995,20,5,1,1,7,New Customers,B
4331,2025-05-23,1,301.96,4.018419999999999,222,1,1,1,3,Lost Customers,C
4332,2025-05-03,2,3303.9800000000005,33.345355,242,1,2,5,8,Cannot Lose Them,C
4333,2025-11-20,5,1117.93,10.4978,41,4,5,4,13,Champions,C
4334,2025-12-23,9,2513.2,-4.947459999999999,8,5,5,5,15,Champions,B
4335,2025-12-05,5,1651.4099999999999,24.95024,26,4,5,5,14,Champions,D
4336,2025-08-04,4,397.59000000000003,-0.5972410000000004,149,2,4,2,8,At Risk,D
4337,2025-09-05,3,713.8199999999999,-5.107770999999999,117,2,3,3,8,At Risk,A
4338,2025-12-12,2,1416.85,19.212052,19,5,2,4,11,New Customers,B
4339,2025-10-27,4,901.94,10.891525,65,3,4,3,10,Loyal Users,C
4340,2025-08-05,3,1705.3,-49.35798600000001,148,2,3,5,10,At Risk,D
4341,2025-10-15,2,301.25,-8.573017,77,3,2,1,6,Potential Loyalists,A
4342,2025-06-23,1,128.85,-1.4747149999999998,191,1,1,1,3,Lost Customers,D
4343,2025-05-14,2,288.46999999999997,6.034511000000001,231,1,2,1,4,Hibernating,C
4344,2025-11-29,2,1400.78,27.353713,32,4,2,4,10,New Customers,A
4345,2025-12-31,3,1375.9099999999999,22.188160999999997,0,5,3,4,12,Loyal Users,B
4346,2025-08-09,3,1257.57,1.5878309999999995,144,2,3,4,9,At Risk,D
4347,2025-10-16,1,145.26,2.6992979999999998,76,3,1,1,5,Potential Loyalists,B
4348,2025-08-15,2,239.21999999999997,3.0941169999999993,138,2,2,1,5,Hibernating,A
4349,2025-11-12,2,1428.36,15.016192,49,4,2,4,10,New Customers,A
4350,2025-10-28,4,755.13,-8.308797000000002,64,3,4,3,10,Loyal Users,B
4352,2025-09-08,8,2592.39,16.33434,114,2,5,5,12,At Risk,B
4353,2025-11-10,3,510.53,4.930649,51,4,3,2,9,Loyal Users,D
4354,2025-07-24,5,1772.25,-17.406302000000004,160,2,5,5,12,At Risk,C
4355,2025-12-12,3,540.69,2.0440549999999984,19,5,3,2,10,Loyal Users,A
4356,2025-10-18,2,1056.0,10.188304,74,3,2,4,9,Potential Loyalists,C
4357,2025-08-10,3,1064.71,-54.116683,143,2,3,4,9,At Risk,D
4358,2025-11-28,4,991.2800000000001,6.430818,33,4,4,4,12,Champions,D
4359,2025-12-24,9,3775.39,49.617627000000006,7,5,5,5,15,Champions,A
4360,2025-10-20,2,450.0,-20.075168999999995,72,3,2,2,7,Potential Loyalists,A
4361,2025-11-08,7,2266.33,17.512755,53,4,5,5,14,Champions,B
4362,2025-07-24,2,346.15999999999997,-2.994104999999999,160,2,2,1,5,Hibernating,B
4363,2025-08-10,2,160.41,-3.630437,143,2,2,1,5,Hibernating,C
4364,2025-11-22,2,229.98000000000002,4.472634,39,4,2,1,7,New Customers,D
4365,2025-10-25,1,68.92,-3.4926799999999996,67,3,1,1,5,Potential Loyalists,C
4366,2025-11-17,3,1026.62,7.671258,44,4,3,4,11,Loyal Users,D
4367,2025-12-18,4,694.3000000000001,6.965591,13,5,4,3,12,Loyal Users,D
4368,2025-12-10,3,389.85,4.871015,21,5,3,2,10,Loyal Users,B
4369,2025-06-06,3,566.46,0.60581,208,1,3,2,6,At Risk,A
4370,2025-11-28,6,1157.78,3.9147630000000007,33,4,5,4,13,Champions,B
4371,2025-10-07,1,171.27,-1.8295689999999993,85,3,1,1,5,Potential Loyalists,D
4372,2025-12-29,3,582.4,-17.404272999999996,2,5,3,2,10,Loyal Users,A
4373,2025-09-10,5,2064.4900000000002,22.251346,112,2,5,5,12,At Risk,A
4374,2025-12-07,10,3113.7599999999998,17.508118999999994,24,5,5,5,15,Champions,A
4375,2025-11-25,5,1659.51,7.497164000000001,36,4,5,5,14,Champions,D
4376,2025-12-20,3,1668.49,9.896674999999993,11,5,3,5,13,Loyal Users,A
4377,2025-11-26,4,972.4499999999999,8.611875999999999,35,4,4,3,11,Loyal Users,A
4378,2025-11-23,2,86.86,-3.3676009999999996,38,4,2,1,7,New Customers,A
4379,2025-07-16,2,1367.62,18.605978999999994,168,1,2,4,7,Cannot Lose Them,D
4380,2025-11-21,8,2379.01,14.401483000000004,40,4,5,5,14,Champions,A
4381,2025-07-11,3,259.38,-0.40268100000000007,173,1,3,1,5,At Risk,A
4382,2025-11-25,3,1328.66,7.428825000000002,36,4,3,4,11,Loyal Users,C
4383,2025-09-13,2,884.1,10.872925000000002,109,2,2,3,7,Cannot Lose Them,D
4384,2025-08-23,4,3101.0299999999997,51.604972,130,2,4,5,11,At Risk,B
4385,2025-08-23,2,168.75,0.9361700000000002,130,2,2,1,5,Hibernating,A
4386,2025-11-21,4,1379.79,2.5158940000000003,40,4,4,4,12,Champions,C
4387,2025-12-12,3,1077.17,10.760537000000001,19,5,3,4,12,Loyal Users,C
4388,2025-10-08,4,1481.58,24.824517,84,3,4,4,11,Loyal Users,D
4389,2025-07-19,6,779.22,7.8828,165,1,5,3,9,At Risk,A
4390,2025-11-26,4,741.51,-5.983636999999998,35,4,4,3,11,Loyal Users,C
4391,2025-10-31,6,2321.04,16.893392000000002,61,3,5,5,13,Loyal Users,C
4392,2025-06-12,1,165.34,2.685722,202,1,1,1,3,Lost Customers,A
4393,2025-05-12,1,124.33,2.606085,233,1,1,1,3,Lost Customers,C
4394,2025-11-20,2,291.45,-5.955162,41,4,2,1,7,New Customers,A
4395,2025-11-22,3,983.18,19.142052,39,4,3,3,10,Loyal Users,C
4396,2025-10-12,7,1538.75,-4.658642000000001,80,3,5,5,13,Loyal Users,A
4397,2025-10-18,2,238.3,-4.369834,74,3,2,1,6,Potential Loyalists,C
4398,2025-12-14,5,1580.73,-5.479353999999997,17,5,5,5,15,Champions,A
4399,2025-11-19,6,1272.62,-6.581544000000003,42,4,5,4,13,Champions,D
4400,2025-11-28,4,1403.74,18.420333999999997,33,4,4,4,12,Champions,D
4401,2025-08-28,4,708.26,12.417497,125,2,4,3,9,At Risk,B
4402,2025-09-12,5,1518.68,4.447193000000002,110,2,5,5,12,At Risk,D
4403,2025-07-07,2,178.89,-3.9486360000000005,177,1,2,1,4,Hibernating,B
4404,2025-12-16,3,593.84,5.080197,15,5,3,2,10,Loyal Users,D
4405,2025-03-15,4,838.6399999999999,7.9553780000000005,291,1,4,3,8,At Risk,B
4406,2025-07-05,3,374.14,-1.1851609999999995,179,1,3,2,6,At Risk,B
4407,2025-11-23,4,1270.45,-21.012484,38,4,4,4,12,Champions,D
4408,2025-09-04,5,3849.8900000000003,19.846768,118,2,5,5,12,At Risk,B
4409,2025-09-14,2,572.44,5.41072,108,2,2,2,6,Hibernating,C
4410,2025-09-30,1,482.83,5.48679,92,3,1,2,6,Potential Loyalists,D
4411,2025-09-17,2,1053.19,-36.36246,105,2,2,4,8,Cannot Lose Them,B
4412,2025-11-20,3,295.45,1.3566979999999995,41,4,3,1,8,Loyal Users,C
4413,2025-11-09,2,363.84000000000003,5.8951340000000005,52,4,2,2,8,New Customers,A
4414,2025-07-30,1,62.15,0.731735,154,2,1,1,4,Hibernating,C
4415,2025-12-26,6,2083.1,29.617760000000004,5,5,5,5,15,Champions,D
4416,2025-02-15,5,883.9599999999999,6.928395,319,1,5,3,9,At Risk,A
4417,2025-12-29,4,1487.32,26.929081,2,5,4,4,13,Champions,A
4418,2025-11-18,4,767.5699999999999,11.328201,43,4,4,3,11,Loyal Users,A
4419,2025-09-28,4,554.0799999999999,-0.3849550000000005,94,3,4,2,9,Loyal Users,B
4420,2025-02-18,1,329.47,4.626156000000001,316,1,1,1,3,Lost Customers,A
4421,2025-12-19,4,1673.5600000000002,18.264132000000004,12,5,4,5,14,Champions,B
4422,2025-10-18,2,515.31,5.672761999999999,74,3,2,2,7,Potential Loyalists,A
4423,2025-11-18,4,1317.52,-11.945913000000001,43,4,4,4,12,Champions,B
4424,2025-09-25,3,681.4399999999999,9.572301,97,2,3,3,8,At Risk,A
4425,2025-12-09,2,307.23,-5.283263999999999,22,5,2,1,8,New Customers,C
4426,2025-12-23,5,1333.74,-0.5330440000000012,8,5,5,4,14,Champions,C
4427,2025-10-17,5,1414.74,6.9129309999999995,75,3,5,4,12,Loyal Users,B
4428,2025-11-08,4,1228.74,-20.881953000000003,53,4,4,4,12,Champions,A
4429,2025-12-22,2,418.04999999999995,5.5091090000000005,9,5,2,2,9,New Customers,C
4430,2025-11-18,3,806.5600000000001,2.273555000000001,43,4,3,3,10,Loyal Users,D
4431,2025-09-04,4,1223.3400000000001,16.766685000000003,118,2,4,4,10,At Risk,C
4433,2025-10-16,5,1094.8000000000002,1.206147000000001,76,3,5,4,12,Loyal Users,B
4434,2025-12-12,3,926.8699999999999,7.229868,19,5,3,3,11,Loyal Users,C
4435,2025-08-27,2,481.95,3.802377,126,2,2,2,6,Hibernating,B
4436,2025-09-30,2,211.04,2.98248,92,3,2,1,6,Potential Loyalists,A
4437,2025-11-28,2,470.35,3.98596,33,4,2,2,8,New Customers,C
4438,2025-10-30,4,2127.64,32.454298,62,3,4,5,12,Loyal Users,A
4439,2025-07-14,3,859.46,-11.666617,170,1,3,3,7,At Risk,A
4440,2025-12-14,2,1383.46,20.027904,17,5,2,4,11,New Customers,A
4441,2025-11-26,4,693.8,-9.417391,35,4,4,3,11,Loyal Users,B
4442,2025-11-21,6,1650.02,-8.893886000000004,40,4,5,5,14,Champions,D
4444,2025-10-04,2,271.52,2.26731,88,3,2,1,6,Potential Loyalists,C
4445,2025-05-09,1,243.85,5.148015,236,1,1,1,3,Lost Customers,A
4446,2025-10-24,3,397.36,2.4569720000000004,68,3,3,2,8,Loyal Users,C
4447,2025-08-26,3,751.4300000000001,8.428058,127,2,3,3,8,At Risk,C
4448,2025-10-24,5,1346.03,14.706914000000001,68,3,5,4,12,Loyal Users,D
4450,2025-09-05,4,732.88,11.159569000000001,117,2,4,3,9,At Risk,B
4451,2025-10-21,2,348.82000000000005,2.793234,71,3,2,1,6,Potential Loyalists,B
4452,2025-11-20,2,124.08000000000001,2.232552,41,4,2,1,7,New Customers,B
4453,2025-12-09,3,749.17,8.940613,22,5,3,3,11,Loyal Users,B
4454,2025-10-01,3,346.81,4.909668,91,3,3,1,7,Loyal Users,B
4455,2025-12-18,5,1619.69,29.693206000000004,13,5,5,5,15,Champions,C
4456,2025-11-03,7,1872.95,-13.434427999999995,58,3,5,5,13,Loyal Users,C
4457,2025-11-17,2,792.66,4.934212999999999,44,4,2,3,9,New Customers,B
4458,2025-10-19,4,636.62,12.983448,73,3,4,2,9,Loyal Users,D
4459,2025-11-10,6,3258.69,-23.260894000000008,51,4,5,5,14,Champions,D
4460,2025-10-17,5,932.71,10.893251000000001,75,3,5,3,11,Loyal Users,D
4461,2025-09-19,4,1396.53,-21.933418000000003,103,2,4,4,10,At Risk,C
4462,2025-12-16,3,1178.82,11.444716999999997,15,5,3,4,12,Loyal Users,B
4463,2025-12-29,4,610.12,8.686979,2,5,4,2,11,Loyal Users,B
4464,2025-02-04,2,383.5,6.029877,330,1,2,2,5,Hibernating,A
4465,2025-09-02,2,143.8,1.2950650000000001,120,2,2,1,5,Hibernating,D
4466,2025-10-10,3,845.24,12.03623,82,3,3,3,9,Loyal Users,B
4467,2025-11-30,4,709.09,2.130978999999999,31,4,4,3,11,Loyal Users,C
4468,2025-09-09,5,1529.5900000000001,24.879148,113,2,5,5,12,At Risk,C
4469,2025-11-09,2,476.0,6.2111100000000015,52,4,2,2,8,New Customers,B
4470,2025-06-27,3,682.48,-5.709889,187,1,3,3,7,At Risk,A
4471,2025-11-26,4,1547.3899999999999,11.706333,35,4,4,5,13,Champions,C
4472,2025-11-18,5,906.22,3.0199489999999996,43,4,5,3,12,Loyal Users,C
4473,2025-11-30,3,285.25,1.6676230000000007,31,4,3,1,8,Loyal Users,B
4474,2025-12-20,4,1763.75,30.062842,11,5,4,5,14,Champions,C
4475,2025-11-16,4,829.8199999999999,-0.9414500000000015,45,4,4,3,11,Loyal Users,C
4476,2025-09-15,3,1056.74,-18.222056999999996,107,2,3,4,9,At Risk,B
4477,2025-07-06,4,1225.76,9.395921,178,1,4,4,9,At Risk,A
4478,2025-12-31,3,331.77,-4.537516,0,5,3,1,9,Loyal Users,A
4479,2025-08-10,4,452.37,6.271858,143,2,4,2,8,At Risk,A
4480,2025-12-27,3,469.14,6.830239999999999,4,5,3,2,10,Loyal Users,C
4481,2025-12-26,5,2225.4,-23.391516999999993,5,5,5,5,15,Champions,D
4482,2025-11-24,3,757.13,5.318788,37,4,3,3,10,Loyal Users,B
4483,2025-12-23,3,709.61,11.363698000000001,8,5,3,3,11,Loyal Users,B
4484,2025-10-17,6,1676.27,12.659406999999998,75,3,5,5,13,Loyal Users,B
4485,2025-05-13,2,293.07,1.2851669999999995,232,1,2,1,4,Hibernating,D
4486,2025-11-21,4,851.66,13.207769,40,4,4,3,11,Loyal Users,B
4487,2025-12-23,5,2130.84,32.118231,8,5,5,5,15,Champions,B
4488,2025-10-15,8,2771.02,-63.815277,77,3,5,5,13,Loyal Users,D
4489,2025-12-26,4,875.4399999999999,12.307102999999998,5,5,4,3,12,Loyal Users,D
4490,2025-10-20,4,680.22,-0.3616220000000001,72,3,4,3,10,Loyal Users,D
4491,2025-10-19,3,365.84000000000003,2.0035600000000007,73,3,3,2,8,Loyal Users,D
4492,2025-12-03,6,2240.6800000000003,28.167659,28,4,5,5,14,Champions,A
4493,2025-11-12,5,740.11,10.698027,49,4,5,3,12,Loyal Users,A
4494,2025-09-27,2,800.9100000000001,10.665416000000002,95,3,2,3,8,Potential Loyalists,C
4495,2025-12-29,6,1358.88,22.018489000000002,2,5,5,4,14,Champions,C
4496,2025-08-06,4,1378.0,17.453612999999997,147,2,4,4,10,At Risk,B
4497,2025-11-21,5,1269.5,3.6452029999999995,40,4,5,4,13,Champions,B
4498,2025-11-19,4,1396.47,-29.280734999999996,42,4,4,4,12,Champions,A
4499,2025-08-15,2,416.69,8.10647,138,2,2,2,6,Hibernating,C
4500,2025-09-23,3,958.9499999999999,-16.862908000000004,99,2,3,3,8,At Risk,A
4501,2025-12-27,5,1524.23,-45.750216,4,5,5,5,15,Champions,A
4502,2025-12-28,6,1371.72,10.883182,3,5,5,4,14,Champions,D
4503,2025-11-20,4,2235.7,32.09068,41,4,4,5,13,Champions,A
4504,2025-10-31,4,1195.76,-1.5401260000000008,61,3,4,4,11,Loyal Users,D
4505,2025-12-07,4,867.56,-24.04901,24,5,4,3,12,Loyal Users,D
4506,2025-10-13,5,1428.76,19.613777000000002,79,3,5,4,12,Loyal Users,D
4507,2025-12-22,5,958.7,4.711462999999998,9,5,5,3,13,Loyal Users,D
4508,2025-12-28,2,4727.08,87.13636799999999,3,5,2,5,12,New Customers,D
4509,2025-11-17,1,162.68,3.2626920000000004,44,4,1,1,6,New Customers,C
4510,2025-12-26,2,450.61,7.991649000000001,5,5,2,2,9,New Customers,A
4511,2025-07-02,1,605.28,-24.137504,182,1,1,2,4,Lost Customers,C
4512,2025-12-07,1,538.55,9.213404999999998,24,5,1,2,8,New Customers,B
4513,2025-09-24,5,1854.34,-21.114217999999997,98,2,5,5,12,At Risk,A
4514,2025-12-15,6,724.24,-1.3817530000000002,16,5,5,3,13,Loyal Users,D
4515,2025-05-07,2,548.56,5.708081,238,1,2,2,5,Hibernating,D
4516,2025-09-29,2,272.76,6.196338000000001,93,3,2,1,6,Potential Loyalists,A
4517,2025-12-26,5,1136.69,15.321362,5,5,5,4,14,Champions,D
4518,2025-12-31,2,521.39,5.4851339999999995,0,5,2,2,9,New Customers,D
4519,2025-12-11,5,1813.82,12.700713,20,5,5,5,15,Champions,B
4520,2025-08-02,3,645.9,-1.1103579999999997,151,2,3,2,7,At Risk,B
4521,2025-09-12,5,2234.46,19.808366,110,2,5,5,12,At Risk,A
4522,2025-12-04,3,382.91,2.67062,27,4,3,2,9,Loyal Users,B
4523,2025-11-11,4,1383.8700000000001,-22.029362999999996,50,4,4,4,12,Champions,D
4524,2025-08-29,1,130.77,-4.033066000000001,124,2,1,1,4,Hibernating,B
4525,2025-10-24,1,556.6,10.44502,68,3,1,2,6,Potential Loyalists,A
4526,2025-04-16,3,749.11,14.547742000000001,259,1,3,3,7,At Risk,B
4527,2025-03-24,1,229.93,3.5378589999999996,282,1,1,1,3,Lost Customers,C
4528,2025-08-24,6,2484.89,30.61756,129,2,5,5,12,At Risk,B
4529,2025-12-08,2,357.7,-4.404157999999999,23,5,2,1,8,New Customers,D
4530,2025-09-20,2,196.76,3.3029400000000004,102,2,2,1,5,Hibernating,A
4531,2025-02-07,3,1871.9499999999998,-12.093239000000008,327,1,3,5,9,At Risk,A
4532,2025-08-12,3,878.13,-11.788147000000002,141,2,3,3,8,At Risk,B
4533,2025-08-12,3,1877.3999999999999,-1.6802920000000015,141,2,3,5,10,At Risk,D
4534,2025-09-26,2,516.44,5.768371999999999,96,3,2,2,7,Potential Loyalists,A
4535,2025-11-08,4,605.82,-5.568263999999999,53,4,4,2,10,Loyal Users,C
4536,2025-08-08,4,519.34,-4.182760999999999,145,2,4,2,8,At Risk,B
4537,2025-09-12,6,2281.88,36.09885,110,2,5,5,12,At Risk,C
4538,2025-08-24,3,884.8900000000001,15.847445,129,2,3,3,8,At Risk,D
4539,2025-12-23,4,372.02,0.7811339999999991,8,5,4,2,11,Loyal Users,B
4540,2025-12-05,6,1561.19,17.060184,26,4,5,5,14,Champions,D
4541,2025-09-28,2,1670.18,4.542195999999999,94,3,2,5,10,Potential Loyalists,D
4542,2025-11-09,2,196.38,-1.541669,52,4,2,1,7,New Customers,D
4543,2025-11-21,3,493.24,-12.537925000000001,40,4,3,2,9,Loyal Users,A
4544,2025-11-21,1,85.52,1.426328,40,4,1,1,6,New Customers,A
4546,2025-12-17,4,2200.96,27.139942000000005,14,5,4,5,14,Champions,D
4547,2025-12-20,5,920.5199999999999,12.520348,11,5,5,3,13,Loyal Users,B
4548,2025-12-14,2,908.35,-29.565031,17,5,2,3,10,New Customers,A
4549,2025-11-14,4,3033.44,34.004704000000004,47,4,4,5,13,Champions,D
4550,2025-10-30,4,1235.6,-31.633243999999998,62,3,4,4,11,Loyal Users,B
4551,2025-11-02,4,1151.7800000000002,-14.406129,59,3,4,4,11,Loyal Users,A
4552,2025-12-27,3,393.42999999999995,5.1803099999999995,4,5,3,2,10,Loyal Users,D
4553,2025-06-26,2,1609.39,-49.084412,188,1,2,5,8,Cannot Lose Them,D
4554,2025-11-07,2,1280.5700000000002,16.08671,54,4,2,4,10,New Customers,A
4555,2025-10-06,3,585.26,-2.4371019999999994,86,3,3,2,8,Loyal Users,B
4556,2025-12-16,4,362.32,6.91124,15,5,4,2,11,Loyal Users,C
4557,2025-09-21,3,623.69,9.646922,101,2,3,2,7,At Risk,B
4558,2025-12-30,4,1241.0700000000002,14.519279,1,5,4,4,13,Champions,A
4559,2025-12-03,2,289.58,5.365254,28,4,2,1,7,New Customers,A
4560,2025-12-02,4,1095.8600000000001,-8.750420999999996,29,4,4,4,12,Champions,D
4561,2025-05-14,1,191.99,3.0374220000000003,231,1,1,1,3,Lost Customers,B
4562,2025-03-16,2,457.98,4.850404,290,1,2,2,5,Hibernating,C
4563,2025-10-30,3,443.96,6.672056,62,3,3,2,8,Loyal Users,D
4564,2025-06-23,5,1065.65,-10.695503000000002,191,1,5,4,10,At Risk,A
4565,2025-12-18,1,160.35,1.750935,13,5,1,1,7,New Customers,A
4566,2025-10-10,4,841.38,13.074488999999998,82,3,4,3,10,Loyal Users,D
4567,2025-12-25,2,626.96,-9.388217000000001,6,5,2,2,9,New Customers,A
4568,2025-12-21,3,794.72,8.368701,10,5,3,3,11,Loyal Users,B
4569,2025-09-11,2,660.8299999999999,14.663731,111,2,2,3,7,Cannot Lose Them,A
4570,2025-11-27,5,1294.77,23.800759,34,4,5,4,13,Champions,B
4571,2025-12-01,2,302.96,3.806866,30,4,2,1,7,New Customers,B
4572,2025-12-16,1,344.29,5.588223000000001,15,5,1,1,7,New Customers,A
4573,2025-12-02,5,1733.9299999999998,-24.486883999999996,29,4,5,5,14,Champions,D
4574,2025-04-15,1,228.32,2.308512,260,1,1,1,3,Lost Customers,D
4575,2025-11-13,5,2061.5299999999997,0.9211409999999995,48,4,5,5,14,Champions,C
4576,2025-11-04,4,789.29,5.595863,57,3,4,3,10,Loyal Users,B
4577,2025-10-01,3,743.1600000000001,7.877898,91,3,3,3,9,Loyal Users,C
4578,2025-10-15,3,1195.6299999999999,22.980007999999998,77,3,3,4,10,Loyal Users,D
4579,2025-07-20,4,1268.55,-7.672294999999999,164,2,4,4,10,At Risk,D
4580,2025-02-22,1,486.01,0.7910279999999974,312,1,1,2,4,Lost Customers,A
4581,2025-12-21,3,1538.64,23.473148000000002,10,5,3,5,13,Loyal Users,A
4582,2025-05-12,2,242.48,-10.541805999999998,233,1,2,1,4,Hibernating,A
4584,2025-10-26,3,1408.3799999999999,19.599885,66,3,3,4,10,Loyal Users,B
4585,2025-04-08,2,273.09000000000003,1.55142,267,1,2,1,4,Hibernating,C
4587,2025-11-15,2,702.27,13.014580999999998,46,4,2,3,9,New Customers,A
4588,2025-11-03,2,165.87,-3.7617169999999995,58,3,2,1,6,Potential Loyalists,C
4589,2025-11-27,2,208.31,2.7492029999999996,34,4,2,1,7,New Customers,B
4590,2025-10-27,4,1200.5900000000001,12.308578,65,3,4,4,11,Loyal Users,B
4591,2025-12-15,3,680.73,-25.199595000000002,16,5,3,3,11,Loyal Users,C
4592,2025-11-12,3,1403.75,9.353186,49,4,3,4,11,Loyal Users,D
4593,2025-03-24,1,597.21,7.262614000000001,282,1,1,2,4,Lost Customers,C
4594,2025-11-22,5,2203.04,28.494469000000002,39,4,5,5,14,Champions,D
4595,2025-11-06,4,972.97,11.788595,55,3,4,3,10,Loyal Users,C
4596,2025-12-29,5,747.52,-1.631836,2,5,5,3,13,Loyal Users,C
4597,2025-09-27,4,1159.92,-29.064521,95,3,4,4,11,Loyal Users,B
4598,2025-12-12,2,1249.09,22.795033999999998,19,5,2,4,11,New Customers,D
4599,2025-11-10,2,824.6099999999999,10.94285,51,4,2,3,9,New Customers,A
4600,2025-12-18,3,1917.2,19.193774,13,5,3,5,13,Loyal Users,A
4601,2025-08-23,6,2026.46,-62.020847999999994,130,2,5,5,12,At Risk,B
4602,2025-10-15,6,1068.41,-7.901731000000002,77,3,5,4,12,Loyal Users,B
4603,2025-07-01,2,277.82,-3.710686,183,1,2,1,4,Hibernating,D
4604,2025-07-24,2,406.89,8.633038,160,2,2,2,6,Hibernating,C
4605,2025-12-24,5,1217.82,-16.154965,7,5,5,4,14,Champions,D
4606,2025-11-03,3,465.81,2.6331130000000007,58,3,3,2,8,Loyal Users,C
4607,2025-10-22,2,868.75,16.141779,70,3,2,3,8,Potential Loyalists,C
4608,2025-11-18,4,1139.78,-1.0582209999999987,43,4,4,4,12,Champions,D
4609,2025-11-10,4,717.15,-4.891356,51,4,4,3,11,Loyal Users,C
4610,2025-12-08,9,2984.1099999999997,17.747843999999997,23,5,5,5,15,Champions,B
4611,2025-11-27,5,979.89,-21.513793999999997,34,4,5,3,12,Loyal Users,C
4612,2025-12-03,5,1624.1,16.344851,28,4,5,5,14,Champions,C
4613,2025-07-05,1,793.84,7.042384000000001,179,1,1,3,5,Cannot Lose Them,B
4614,2025-11-25,4,2029.13,-46.163467999999995,36,4,4,5,13,Champions,D
4615,2025-11-14,3,473.71999999999997,-5.419645999999999,47,4,3,2,9,Loyal Users,D
4616,2025-11-10,3,370.68999999999994,3.534631,51,4,3,2,9,Loyal Users,A
4617,2025-12-21,3,1504.4299999999998,-21.61386,10,5,3,5,13,Loyal Users,A
4618,2025-11-08,2,1026.67,17.243745,53,4,2,4,10,New Customers,C
4619,2025-08-03,7,1218.53,-6.728208000000001,150,2,5,4,11,At Risk,B
4620,2025-12-14,6,1654.54,22.109732,17,5,5,5,15,Champions,D
4621,2025-10-20,2,434.91999999999996,3.0163439999999997,72,3,2,2,7,Potential Loyalists,C
4622,2025-10-05,1,91.28,1.554784,87,3,1,1,5,Potential Loyalists,C
4623,2025-06-24,2,656.1,1.7839,190,1,2,3,6,Cannot Lose Them,B
4624,2025-04-29,3,510.48,3.062438999999999,246,1,3,2,6,At Risk,A
4625,2025-11-16,2,192.82,4.21275,45,4,2,1,7,New Customers,B
4626,2025-09-01,3,677.95,5.479131000000001,121,2,3,3,8,At Risk,A
4627,2025-04-21,2,208.65,4.004601,254,1,2,1,4,Hibernating,B
4628,2025-12-11,8,3327.0099999999998,19.563161,20,5,5,5,15,Champions,B
4629,2025-12-11,4,1327.5000000000002,-5.568015999999998,20,5,4,4,13,Champions,C
4630,2025-10-07,2,394.38,5.830465,85,3,2,2,7,Potential Loyalists,A
4631,2025-11-16,3,926.0899999999999,13.337358,45,4,3,3,10,Loyal Users,A
4632,2025-05-26,1,125.1,1.7616399999999994,219,1,1,1,3,Lost Customers,A
4633,2025-09-18,1,189.66,1.1779739999999999,104,2,1,1,4,Hibernating,C
4634,2025-12-24,3,279.45,3.55896,7,5,3,1,9,Loyal Users,A
4635,2025-10-02,4,1458.04,18.017614000000002,90,3,4,4,11,Loyal Users,B
4636,2025-06-04,2,293.74,2.627524,210,1,2,1,4,Hibernating,A
4637,2025-02-06,1,174.32,-11.696800000000001,328,1,1,1,3,Lost Customers,D
4638,2025-11-29,3,933.7,-29.952223999999998,32,4,3,3,10,Loyal Users,D
4639,2025-07-25,2,731.6500000000001,4.821957000000001,159,2,2,3,7,Cannot Lose Them,C
4640,2025-12-10,6,2029.6599999999999,13.801682000000003,21,5,5,5,15,Champions,D
4641,2025-10-24,5,1247.16,16.750427,68,3,5,4,12,Loyal Users,C
4642,2025-07-06,3,1619.01,25.854335,178,1,3,5,9,At Risk,D
4643,2025-10-19,4,473.02,1.9400780000000002,73,3,4,2,9,Loyal Users,D
4645,2025-10-20,3,259.04,2.902919,72,3,3,1,7,Loyal Users,A
