customer_id,last_txn_date,txn_last_90d,txn_last_30d,total_txns,total_gmv,lifetime_value,days_inactive,churn_risk
1106,2025-06-26,0,0,4,389.15,1.1606460000000003,188,High Risk
1107,2025-11-21,3,0,6,1443.28,-1.8802449999999986,40,Medium Risk
1108,2025-06-30,0,0,5,2545.8,31.691596000000004,184,High Risk
1109,2025-09-16,0,0,1,222.58,4.056760000000001,106,High Risk
1110,2025-09-24,0,0,8,3423.42,-7.697172000000002,98,High Risk
1112,2025-08-29,0,0,4,935.04,6.728785000000001,124,High Risk
1113,2025-07-20,0,0,4,1281.02,12.789487,164,High Risk
1114,2025-11-19,1,0,9,2561.8599999999997,36.452808000000005,42,Medium Risk
1115,2025-11-30,1,0,4,399.56,-6.402473999999998,31,Medium Risk
1116,2025-12-12,1,1,5,1586.8100000000002,25.439662,19,Active
1117,2025-05-27,0,0,3,1560.34,-76.885918,218,High Risk
1118,2025-11-26,1,0,3,879.0300000000001,-11.892131999999998,35,Medium Risk
1119,2025-12-24,2,2,6,1272.48,20.331859,7,Active
1120,2025-11-02,1,0,1,346.74,8.283826000000001,59,Medium Risk
1121,2025-06-25,0,0,2,203.43,1.92666,189,High Risk
1122,2025-05-09,0,0,1,462.67,-26.454474,236,High Risk
1123,2025-11-13,1,0,2,941.07,-8.767361999999999,48,Medium Risk
1124,2025-07-29,0,0,2,783.21,9.968741,155,High Risk
1125,2025-11-30,1,0,2,791.29,10.628184,31,Medium Risk
1126,2025-11-28,1,0,2,183.29,-4.019064000000001,33,Medium Risk
1127,2025-06-19,0,0,4,599.99,3.565963,195,High Risk
1128,2025-06-02,0,0,2,420.24,9.061301,212,High Risk
1129,2025-12-20,1,1,4,756.28,4.714480999999999,11,Active
1130,2025-06-23,0,0,2,340.96,5.700874,191,High Risk
1131,2025-08-25,0,0,2,387.57000000000005,0.3266880000000012,128,High Risk
1132,2025-06-03,0,0,1,410.47,0.6781390000000018,211,High Risk
1133,2025-07-05,0,0,3,439.43,-0.42185799999999984,179,High Risk
1134,2025-09-25,0,0,3,520.47,7.201407,97,High Risk
1136,2025-11-09,2,0,5,1146.5900000000001,11.873778000000001,52,Medium Risk
1137,2025-12-21,1,1,3,699.3199999999999,9.200444,10,Active
1138,2025-12-31,1,1,2,890.0999999999999,-17.511955000000004,0,Active
1139,2025-11-29,1,0,3,2281.06,26.128748,32,Medium Risk
1140,2025-10-11,1,0,4,1393.41,9.652944000000002,81,High Risk
1141,2025-12-31,2,2,6,1400.51,-14.512886,0,Active
1142,2025-11-01,2,0,3,353.14,-9.914921999999997,60,Medium Risk
1143,2025-12-27,2,1,4,537.16,5.496003,4,Active
1144,2025-11-03,1,0,4,490.21,6.028978,58,Medium Risk
1145,2025-03-29,0,0,2,1082.92,19.328686000000005,277,High Risk
1146,2025-12-02,2,1,6,1279.77,16.448653999999998,29,Active
1147,2025-10-16,1,0,2,199.8,-11.07098,76,High Risk
1148,2025-08-14,0,0,2,589.45,4.328194,139,High Risk
1149,2025-10-07,1,0,3,923.6399999999999,12.878885999999998,85,High Risk
1151,2025-12-25,2,1,6,1807.8899999999999,-26.246716000000003,6,Active
1152,2025-12-13,1,1,7,1615.3600000000001,16.477770999999997,18,Active
1153,2025-04-17,0,0,2,122.93,2.138237,258,High Risk
1154,2025-04-20,0,0,2,509.42,5.771976,255,High Risk
1155,2025-05-13,0,0,1,262.31,-14.995502,232,High Risk
1156,2025-09-27,0,0,7,1686.52,-10.902383000000002,95,High Risk
1157,2025-06-18,0,0,5,305.15,3.8733260000000005,196,High Risk
1158,2025-10-21,1,0,4,2143.74,-81.096315,71,High Risk
1159,2025-10-23,2,0,7,2108.63,2.49793,69,Medium Risk
1160,2025-12-28,2,1,2,363.71000000000004,-1.8545350000000003,3,Active
1161,2025-12-09,3,1,5,1585.33,-45.222725,22,Active
1162,2025-08-15,0,0,4,2511.73,4.41545,138,High Risk
1163,2025-10-26,3,0,8,1082.8,7.827239999999998,66,Medium Risk
1164,2025-06-13,0,0,2,449.5,-5.503424,201,High Risk
1165,2025-11-24,2,0,4,1799.27,-5.394682999999999,37,Medium Risk
1166,2025-06-12,0,0,1,111.16,1.04508,202,High Risk
1167,2025-12-07,1,1,4,933.72,8.752828000000001,24,Active
1168,2025-09-28,0,0,2,1570.3500000000001,-52.902032000000005,94,High Risk
1169,2025-12-16,2,1,10,1633.4,11.325368999999998,15,Active
1170,2025-11-21,3,0,7,1996.72,-36.061532,40,Medium Risk
1171,2025-12-21,1,1,4,821.1500000000001,-3.717888999999998,10,Active
1172,2025-09-25,0,0,4,986.36,4.020112000000001,97,High Risk
1173,2025-12-29,2,1,4,793.01,10.888477000000002,2,Active
1174,2025-06-13,0,0,3,1138.54,8.994435000000001,201,High Risk
1175,2025-03-09,0,0,2,670.5,-26.633994,297,High Risk
1176,2025-10-18,1,0,3,358.86,4.543069,74,High Risk
1177,2025-11-08,1,0,3,1625.97,21.204141,53,Medium Risk
1178,2025-06-28,0,0,3,783.49,16.299675999999998,186,High Risk
1179,2025-11-22,2,0,4,1529.04,20.297793000000002,39,Medium Risk
1180,2025-09-25,0,0,6,1880.21,-4.3630429999999985,97,High Risk
1181,2025-09-12,0,0,2,598.4,8.882311000000001,110,High Risk
1182,2025-12-17,1,1,2,881.71,11.653597000000001,14,Active
1183,2025-09-17,0,0,3,607.64,-11.474217000000003,105,High Risk
1184,2025-10-11,1,0,1,279.74,2.821192,81,High Risk
1185,2025-08-01,0,0,2,206.67000000000002,3.4377259999999996,152,High Risk
1186,2025-04-30,0,0,1,433.15,2.77172,245,High Risk
1187,2025-10-22,1,0,2,942.88,-35.309484000000005,70,High Risk
1189,2025-02-09,0,0,2,590.04,9.034858,325,High Risk
1190,2025-11-22,1,0,2,710.39,10.315449999999998,39,Medium Risk
1191,2025-12-26,1,1,3,611.28,4.183892,5,Active
1192,2025-12-13,1,1,8,6022.74,77.71393,18,Active
1193,2025-10-27,1,0,2,262.25,2.6016350000000004,65,High Risk
1194,2025-09-25,0,0,2,302.27,-3.3516469999999994,97,High Risk
1195,2025-10-21,2,0,3,528.81,3.434588999999999,71,Medium Risk
1196,2025-04-05,0,0,1,798.64,9.019735999999998,270,High Risk
1197,2025-09-02,0,0,3,460.12,0.9816129999999998,120,High Risk
1198,2025-08-18,0,0,1,929.67,17.519333999999997,135,High Risk
1199,2025-12-14,2,1,4,733.0,8.509049,17,Active
1200,2025-11-19,3,0,5,1255.26,15.133833999999998,42,Medium Risk
1201,2025-09-06,0,0,3,2472.6400000000003,-30.694429000000003,116,High Risk
1202,2025-09-12,0,0,3,436.04,0.1350150000000001,110,High Risk
1203,2025-03-06,0,0,1,50.43,0.03278300000000017,300,High Risk
1204,2025-11-17,3,0,6,2063.87,1.024633000000001,44,Medium Risk
1205,2025-12-19,2,2,3,619.23,9.549794000000002,12,Active
1206,2025-09-20,0,0,4,1542.06,-22.692134,102,High Risk
1207,2025-08-12,0,0,2,672.03,7.219189999999998,141,High Risk
1208,2025-11-25,2,0,4,1177.32,8.128572,36,Medium Risk
1209,2025-05-27,0,0,1,152.44,2.8140439999999995,218,High Risk
1210,2025-11-04,3,0,6,2511.54,-61.44530499999999,57,Medium Risk
1211,2025-12-24,3,2,5,2221.41,14.826097999999998,7,Active
1212,2025-11-26,2,0,5,1726.23,-40.07892700000001,35,Medium Risk
1213,2025-11-03,1,0,1,360.47,3.669123,58,Medium Risk
1214,2025-08-12,0,0,2,1075.6100000000001,11.1457,141,High Risk
1215,2025-11-30,3,0,7,6396.9,26.913497000000003,31,Medium Risk
1216,2025-08-23,0,0,2,359.78,4.814658,130,High Risk
1217,2025-11-03,1,0,5,1798.4,6.066085000000001,58,Medium Risk
1218,2025-10-17,1,0,3,1033.92,13.806773999999999,75,High Risk
1219,2025-08-18,0,0,3,393.67,4.497416,135,High Risk
1220,2025-07-04,0,0,1,685.42,12.881109999999998,180,High Risk
1221,2025-08-26,0,0,3,662.28,1.6043140000000005,127,High Risk
1222,2025-10-27,1,0,2,1126.3,-45.85947,65,High Risk
1223,2025-03-09,0,0,2,377.53000000000003,2.942613,297,High Risk
1224,2025-11-23,1,0,3,631.2,9.551994,38,Medium Risk
1225,2025-11-25,2,0,5,1447.67,21.282829000000007,36,Medium Risk
1226,2025-12-07,1,1,2,317.43,-6.592172000000001,24,Active
1227,2025-12-16,1,1,4,1438.35,14.837109,15,Active
1228,2025-08-10,0,0,7,1263.04,6.201598999999998,143,High Risk
1229,2025-10-20,1,0,2,1590.49,7.4784010000000025,72,High Risk
1230,2025-12-11,1,1,4,591.58,6.906883,20,Active
1231,2025-10-18,1,0,2,1128.74,1.904446,74,High Risk
1232,2025-10-22,1,0,4,860.6600000000001,9.645704,70,High Risk
1233,2025-12-26,2,2,3,363.02,4.421201,5,Active
1234,2025-12-13,1,1,4,2798.3599999999997,-40.42227800000001,18,Active
1236,2025-09-22,0,0,3,677.17,8.311177,100,High Risk
1237,2025-10-30,1,0,5,575.28,-5.051209000000001,62,High Risk
1238,2025-11-06,1,0,4,942.1800000000001,0.7577949999999998,55,Medium Risk
1240,2025-07-27,0,0,3,385.55,6.433985,157,High Risk
1241,2025-11-24,1,0,5,1245.48,-11.351391999999999,37,Medium Risk
1242,2025-10-24,1,0,2,1189.52,10.995600000000001,68,High Risk
1243,2025-08-27,0,0,2,1178.3400000000001,-22.213696,126,High Risk
1244,2025-12-26,1,1,2,946.1099999999999,-33.771237000000006,5,Active
1245,2025-10-08,1,0,4,1618.12,19.699283,84,High Risk
1246,2025-12-31,1,1,2,1157.24,25.016849999999998,0,Active
1247,2025-09-05,0,0,3,416.56,6.776493,117,High Risk
1248,2025-10-04,1,0,3,491.97,0.5212250000000003,88,High Risk
1249,2025-10-02,1,0,2,454.07000000000005,-19.133662,90,High Risk
1251,2025-10-05,1,0,5,1139.28,10.225045000000001,87,High Risk
1252,2025-11-02,1,0,2,470.66999999999996,8.960902999999998,59,Medium Risk
1253,2025-12-13,2,1,5,1276.71,21.609424,18,Active
1254,2025-09-27,0,0,4,621.48,2.3760120000000002,95,High Risk
1255,2025-08-03,0,0,3,544.21,6.324976,150,High Risk
1256,2025-08-09,0,0,3,624.35,10.737561,144,High Risk
1257,2025-09-19,0,0,3,306.09000000000003,-9.968859,103,High Risk
1258,2025-11-19,1,0,6,1538.69,-9.274046000000002,42,Medium Risk
1259,2025-12-26,3,1,5,974.12,15.494680999999998,5,Active
1260,2025-12-20,2,1,2,458.54999999999995,8.787443999999999,11,Active
1261,2025-11-08,1,0,5,2080.04,-0.7312719999999988,53,Medium Risk
1262,2025-09-27,0,0,2,625.51,5.481578000000001,95,High Risk
1263,2025-11-13,1,0,2,385.94,6.123356000000001,48,Medium Risk
1264,2025-12-02,1,1,2,475.0,-3.1480579999999985,29,Active
1265,2025-10-22,1,0,4,1254.8,-38.242262,70,High Risk
1266,2025-12-30,2,1,5,996.84,8.779330999999999,1,Active
1267,2025-05-27,0,0,1,28.13,0.281934,218,High Risk
1268,2025-12-29,2,1,6,1932.91,31.190623000000002,2,Active
1269,2025-12-18,1,1,3,325.53,1.47431,13,Active
1270,2025-07-08,0,0,4,1664.34,6.762688999999999,176,High Risk
1271,2025-10-19,1,0,2,230.53,-10.820846,73,High Risk
1272,2025-08-25,0,0,2,267.14,4.439062,128,High Risk
1273,2025-04-24,0,0,3,900.1899999999999,1.1964940000000008,251,High Risk
1274,2025-03-30,0,0,2,362.06,-6.606028,276,High Risk
1275,2025-12-07,2,1,6,2539.03,46.134062,24,Active
1276,2025-06-21,0,0,1,282.48,-14.770672000000001,193,High Risk
1278,2025-09-20,0,0,3,757.27,8.25921,102,High Risk
1279,2025-07-06,0,0,3,1430.69,-2.160699999999998,178,High Risk
1280,2025-11-13,1,0,3,2694.13,-32.818312,48,Medium Risk
1281,2025-11-23,3,0,4,1732.77,25.532919000000007,38,Medium Risk
1282,2025-11-02,2,0,5,1208.48,-38.206343000000004,59,Medium Risk
1283,2025-11-27,2,0,9,2408.43,-2.7974610000000033,34,Medium Risk
1284,2025-08-11,0,0,1,352.04,-21.290215999999997,142,High Risk
1285,2025-12-27,2,1,4,2225.67,22.471216,4,Active
1286,2025-05-17,0,0,1,188.87,-5.441419,228,High Risk
1287,2025-07-06,0,0,4,658.69,-10.966107,178,High Risk
1288,2025-11-14,1,0,2,188.19,1.9776009999999997,47,Medium Risk
1289,2025-09-28,0,0,4,1616.43,25.588849,94,High Risk
1290,2025-01-18,0,0,1,40.84,0.43416400000000005,347,High Risk
1291,2025-12-17,1,1,5,1704.96,13.526724999999999,14,Active
1292,2025-09-21,0,0,3,467.40999999999997,0.5666099999999994,101,High Risk
1293,2025-12-03,1,1,2,408.99,5.652869,28,Active
1294,2025-09-25,0,0,3,1031.7,13.430221,97,High Risk
1295,2025-09-13,0,0,3,548.76,-8.920812000000002,109,High Risk
1296,2025-09-07,0,0,4,1041.6,-2.843945999999999,115,High Risk
1297,2025-12-25,1,1,4,531.18,1.8979370000000007,6,Active
1298,2025-10-23,1,0,3,396.78999999999996,5.2778290000000005,69,High Risk
1299,2025-11-03,1,0,1,164.4,-8.607719999999999,58,Medium Risk
1300,2025-10-16,1,0,1,127.78,1.397254,76,High Risk
1301,2025-12-07,2,1,3,901.71,-22.534472,24,Active
1302,2025-11-23,1,0,6,1600.8899999999999,17.371938,38,Medium Risk
1303,2025-09-27,0,0,5,2240.26,19.726703,95,High Risk
1304,2025-10-28,1,0,6,2792.96,39.368342,64,High Risk
1305,2025-12-25,1,1,2,287.99,2.804717,6,Active
1306,2025-11-19,2,0,4,1519.73,32.299863,42,Medium Risk
1307,2025-12-25,2,1,5,1526.6200000000001,9.293230999999999,6,Active
1308,2025-10-11,1,0,3,936.52,12.246960000000001,81,High Risk
1309,2025-11-23,1,0,3,464.72,9.036873,38,Medium Risk
1310,2025-09-23,0,0,2,713.9300000000001,-5.584439,99,High Risk
1311,2025-11-11,1,0,3,494.75,3.183589000000002,50,Medium Risk
1312,2025-12-17,1,1,2,440.0,-9.071964999999999,14,Active
1313,2025-11-10,2,0,2,525.62,1.032798999999999,51,Medium Risk
1314,2025-08-05,0,0,3,723.6,-0.26140700000000106,148,High Risk
1315,2025-12-03,2,2,4,741.12,1.2549609999999998,28,Active
1316,2025-11-26,3,0,5,559.4,-14.202823999999998,35,Medium Risk
1318,2025-07-18,0,0,2,639.41,13.012362999999999,166,High Risk
1319,2025-12-04,1,1,4,414.23,5.231615,27,Active
1320,2025-08-19,0,0,2,566.35,12.980589000000002,134,High Risk
1321,2025-12-25,1,1,2,342.01,3.3435619999999995,6,Active
1322,2025-09-28,0,0,5,835.1700000000001,15.209212,94,High Risk
1324,2025-12-17,5,2,7,2506.2799999999997,32.653531,14,Active
1325,2025-12-13,3,2,7,1558.08,-6.3967030000000005,18,Active
1326,2025-10-09,1,0,2,785.96,11.473084,83,High Risk
1327,2025-07-06,0,0,3,1173.13,15.621976000000002,178,High Risk
1328,2025-10-09,1,0,3,1221.59,6.7591899999999985,83,High Risk
1330,2025-07-14,0,0,1,79.79,0.9825980000000003,170,High Risk
1331,2025-09-15,0,0,2,912.9,9.975635,107,High Risk
1332,2025-10-04,1,0,1,497.76,-7.514352000000002,88,High Risk
1333,2025-11-07,1,0,5,885.39,12.612023,54,Medium Risk
1334,2025-09-15,0,0,3,414.5,4.938752,107,High Risk
1335,2025-12-02,1,1,2,1042.53,16.862059000000002,29,Active
1336,2025-08-21,0,0,5,1166.37,-0.2551250000000014,132,High Risk
1337,2025-12-31,2,2,2,220.84,2.5697539999999996,0,Active
1338,2025-12-24,1,1,4,1025.58,-13.099158000000003,7,Active
1339,2025-10-09,1,0,5,1039.1599999999999,5.426965999999998,83,High Risk
1341,2025-08-01,0,0,2,663.62,-10.443817999999998,152,High Risk
1342,2025-11-16,1,0,4,1346.77,9.151736000000001,45,Medium Risk
1343,2025-08-02,0,0,3,1775.61,-14.789658999999999,151,High Risk
1344,2025-10-09,1,0,5,834.21,0.2935989999999997,83,High Risk
1345,2025-11-08,2,0,5,901.38,-13.518578000000002,53,Medium Risk
1346,2025-06-22,0,0,4,650.7,-16.974026999999996,192,High Risk
1347,2025-08-25,0,0,3,761.9200000000001,-22.51829,128,High Risk
1348,2025-12-27,1,1,4,969.48,-18.510374999999996,4,Active
1349,2025-12-28,1,1,1,513.63,11.648482999999999,3,Active
1350,2025-09-27,0,0,5,1649.23,-16.847420000000003,95,High Risk
1351,2025-12-29,2,1,6,2717.33,-11.448946999999999,2,Active
1352,2025-10-24,1,0,2,757.47,15.366198999999996,68,High Risk
1353,2025-07-19,0,0,5,714.13,2.4937990000000014,165,High Risk
1354,2025-12-13,2,1,5,3608.77,39.08457599999999,18,Active
1355,2025-12-23,3,3,7,2219.33,12.968336999999996,8,Active
1356,2025-10-28,2,0,5,929.16,5.617797999999999,64,Medium Risk
1357,2025-11-19,1,0,3,1666.39,17.553601,42,Medium Risk
1358,2025-08-08,0,0,1,427.17,4.814833,145,High Risk
1359,2025-09-05,0,0,2,369.72,-1.440956,117,High Risk
1360,2025-08-20,0,0,3,881.24,10.420084,133,High Risk
1361,2025-07-02,0,0,4,3917.08,84.557958,182,High Risk
1362,2025-09-07,0,0,4,2163.69,-27.053909000000004,115,High Risk
1363,2025-11-29,1,0,3,539.97,-0.477170000000001,32,Medium Risk
1364,2025-09-25,0,0,2,863.38,-30.660766000000002,97,High Risk
1365,2025-07-07,0,0,2,1072.95,17.42058,177,High Risk
1366,2025-09-19,0,0,2,266.52,2.182554,103,High Risk
1367,2025-12-13,2,1,6,2439.61,30.844662,18,Active
1368,2025-03-30,0,0,2,1285.18,12.967911999999997,276,High Risk
1369,2025-11-02,1,0,4,852.61,-37.743163,59,Medium Risk
1370,2025-09-02,0,0,4,1287.56,12.265251999999997,120,High Risk
1371,2025-11-18,1,0,5,2396.74,31.556287000000008,43,Medium Risk
1372,2025-09-18,0,0,5,1601.75,-22.677432000000003,104,High Risk
1373,2025-12-08,1,1,4,656.83,5.333698,23,Active
1374,2025-12-08,2,1,4,419.48,2.341644,23,Active
1375,2025-10-01,0,0,3,1100.93,21.628991999999997,91,High Risk
1377,2025-02-16,0,0,1,177.1,-3.8914400000000002,318,High Risk
1378,2025-05-19,0,0,2,747.73,-10.009360000000001,226,High Risk
1379,2025-10-02,1,0,2,660.52,8.610598000000001,90,High Risk
1381,2025-09-06,0,0,3,1033.67,-2.0412929999999987,116,High Risk
1382,2025-09-02,0,0,5,1779.24,-30.468285,120,High Risk
1383,2025-12-23,2,1,3,1191.44,1.366735000000002,8,Active
1384,2025-12-27,2,1,4,534.74,4.169682,4,Active
1385,2025-09-25,0,0,3,513.69,2.3268830000000005,97,High Risk
1386,2025-09-06,0,0,5,2075.2,20.094617999999997,116,High Risk
1387,2025-05-30,0,0,2,1274.82,9.605635999999999,215,High Risk
1388,2025-10-18,1,0,3,2203.44,26.088706000000002,74,High Risk
1389,2025-11-11,1,0,3,715.66,9.15007,50,Medium Risk
1390,2025-09-20,0,0,6,2013.14,15.441364000000004,102,High Risk
1391,2025-07-07,0,0,3,1091.6,-3.731833000000002,177,High Risk
1392,2025-09-24,0,0,1,164.24,3.739576000000001,98,High Risk
1393,2025-12-20,2,1,5,2442.26,43.139972,11,Active
1394,2025-06-08,0,0,2,1808.93,28.869511999999997,206,High Risk
1395,2025-07-06,0,0,2,757.7,10.299779999999998,178,High Risk
1396,2025-05-22,0,0,2,330.38,3.69878,223,High Risk
1397,2025-11-10,1,0,5,2021.81,8.650914000000002,51,Medium Risk
1398,2025-05-30,0,0,2,463.22,4.561300999999999,215,High Risk
1399,2025-12-23,1,1,1,125.98,-3.665396,8,Active
1400,2025-11-19,1,0,5,836.7,-17.986121999999998,42,Medium Risk
1402,2025-12-02,1,1,2,1125.61,-43.401945,29,Active
1403,2025-10-18,1,0,3,826.75,14.631929,74,High Risk
1404,2025-10-28,1,0,2,316.71000000000004,4.286326,64,High Risk
1405,2025-11-14,1,0,2,243.1,1.729275,47,Medium Risk
1406,2025-11-06,1,0,5,1056.83,16.148182,55,Medium Risk
1407,2025-06-23,0,0,1,208.89,3.5966899999999997,191,High Risk
1408,2025-12-14,1,1,4,771.28,12.854311000000001,17,Active
1409,2025-07-05,0,0,3,2069.15,33.526922,179,High Risk
1410,2025-11-03,1,0,1,378.18,-11.702926,58,Medium Risk
1411,2025-11-17,1,0,1,93.67,1.4728950000000003,44,Medium Risk
1412,2025-11-12,1,0,2,272.08,3.7983359999999995,49,Medium Risk
1413,2025-11-25,3,0,5,2333.1800000000003,7.990355,36,Medium Risk
1414,2025-07-04,0,0,2,629.9,8.041536,180,High Risk
1415,2025-09-12,0,0,7,1368.6,6.985312999999999,110,High Risk
1416,2025-11-16,2,0,4,923.5899999999999,5.04268,45,Medium Risk
1417,2025-11-30,2,0,6,1443.47,-11.618323000000002,31,Medium Risk
1418,2025-12-13,1,1,4,1008.02,17.761058,18,Active
1419,2025-11-19,2,0,4,1668.1899999999998,33.464408999999996,42,Medium Risk
1420,2025-11-26,1,0,1,187.86,3.434134,35,Medium Risk
1421,2025-12-30,2,2,6,2385.81,19.840106,1,Active
1422,2025-12-18,3,1,3,266.04,4.270551,13,Active
1423,2025-05-23,0,0,1,318.11,6.8083409999999995,222,High Risk
1424,2025-02-12,0,0,1,226.43,1.9354440000000002,322,High Risk
1425,2025-12-16,1,1,4,1278.8899999999999,17.299255,15,Active
1426,2025-11-25,3,0,4,649.89,4.344064999999999,36,Medium Risk
1427,2025-12-05,3,1,6,2289.14,16.297585,26,Active
1428,2025-02-26,0,0,1,228.4,3.6470000000000002,308,High Risk
1429,2025-11-21,2,0,6,1183.04,8.895937,40,Medium Risk
1430,2025-12-30,3,2,7,1818.82,25.740318,1,Active
1431,2025-03-31,0,0,1,190.74,3.8207239999999993,275,High Risk
1432,2025-10-22,1,0,1,427.39,5.393459999999999,70,High Risk
1433,2025-09-15,0,0,1,593.09,13.388997000000002,107,High Risk
1434,2025-11-20,1,0,3,666.58,4.0371700000000015,41,Medium Risk
1435,2025-04-14,0,0,1,1432.26,24.632939999999998,261,High Risk
1436,2025-08-10,0,0,7,2869.58,6.216222999999999,143,High Risk
1437,2025-08-03,0,0,3,1032.49,11.944204000000001,150,High Risk
1438,2025-09-16,0,0,4,1493.62,23.31721,106,High Risk
1439,2025-10-08,1,0,3,1579.79,-7.546441,84,High Risk
1440,2025-08-29,0,0,5,909.5799999999999,5.539926999999999,124,High Risk
1441,2025-05-23,0,0,2,731.39,-36.401340000000005,222,High Risk
1442,2025-12-22,2,2,3,660.55,-6.026837,9,Active
1443,2025-10-16,1,0,2,1042.51,11.582109,76,High Risk
1444,2025-06-28,0,0,1,274.17,4.916979,186,High Risk
1445,2025-11-06,3,0,4,1257.0,-2.059949000000003,55,Medium Risk
1446,2025-08-23,0,0,2,1705.4499999999998,32.03747,130,High Risk
1447,2025-04-06,0,0,1,331.1,7.067070000000001,269,High Risk
1448,2025-07-11,0,0,1,609.91,12.636939,173,High Risk
1449,2025-06-02,0,0,3,431.34000000000003,4.36422,212,High Risk
1450,2025-08-24,0,0,1,152.75,2.7841249999999995,129,High Risk
1451,2025-10-06,1,0,2,496.41999999999996,8.097987,86,High Risk
1452,2025-07-05,0,0,2,323.16999999999996,-4.787511,179,High Risk
1453,2025-11-24,1,0,2,392.4,-8.200033000000001,37,Medium Risk
1454,2025-09-01,0,0,3,1520.47,15.153673000000001,121,High Risk
1455,2025-12-19,1,1,2,449.98,5.569293,12,Active
1456,2025-08-03,0,0,3,776.15,-11.307748999999998,150,High Risk
1457,2025-05-13,0,0,3,332.0,4.5563590000000005,232,High Risk
1458,2025-12-20,1,1,5,1476.51,-41.573089,11,Active
1459,2025-08-27,0,0,5,1180.65,16.588626,126,High Risk
1460,2025-06-27,0,0,1,184.36,-10.221471999999999,187,High Risk
1461,2025-10-27,1,0,1,496.8,10.36288,65,High Risk
1462,2025-11-15,2,0,4,2806.88,33.321245,46,Medium Risk
1463,2025-10-20,1,0,1,391.77,8.127417999999999,72,High Risk
1464,2025-12-23,1,1,5,1612.83,8.741153000000002,8,Active
1465,2025-12-31,1,1,3,547.13,-4.129537,0,Active
1466,2025-10-27,1,0,3,646.35,10.485282,65,High Risk
1468,2025-12-28,2,2,4,485.54999999999995,7.415015,3,Active
1469,2025-10-01,0,0,2,301.58,3.468074,91,High Risk
1470,2025-12-31,2,2,4,1343.0,12.249652,0,Active
1471,2025-10-17,1,0,2,456.73,6.180754,75,High Risk
1472,2025-10-02,1,0,5,608.15,5.822899999999999,90,High Risk
1473,2025-11-22,1,0,3,381.88,-1.8700470000000011,39,Medium Risk
1474,2025-09-24,0,0,2,353.34,6.084242999999999,98,High Risk
1475,2025-11-06,1,0,4,1220.9499999999998,13.457659000000001,55,Medium Risk
1476,2025-11-23,2,0,8,1121.03,5.711791999999998,38,Medium Risk
1477,2025-10-13,1,0,7,1423.02,10.035204999999998,79,High Risk
1478,2025-09-28,0,0,2,383.01,5.878802,94,High Risk
1479,2025-11-21,1,0,3,496.29999999999995,7.69275,40,Medium Risk
1480,2025-11-03,2,0,6,1564.4,1.296389999999997,58,Medium Risk
1481,2025-12-30,3,2,8,1712.1100000000001,19.515945,1,Active
1482,2025-11-02,1,0,4,591.55,0.5470350000000006,59,Medium Risk
1483,2025-12-25,2,1,4,1070.9,18.051318000000002,6,Active
1484,2025-12-05,2,1,2,824.3299999999999,6.182626,26,Active
1485,2025-01-04,0,0,1,181.89,-8.189368,361,High Risk
1486,2025-12-20,1,1,1,352.1,2.42621,11,Active
1487,2025-08-09,0,0,5,1462.74,17.365159,144,High Risk
1488,2025-08-01,0,0,2,298.9,2.34338,152,High Risk
1489,2025-09-30,0,0,3,582.81,-26.302598,92,High Risk
1490,2025-12-14,1,1,5,1188.15,12.645071000000002,17,Active
1491,2025-10-30,1,0,2,409.3,4.226718,62,High Risk
1492,2025-11-04,1,0,3,900.24,0.8361959999999988,57,Medium Risk
1493,2025-09-16,0,0,5,1019.5400000000001,10.614494,106,High Risk
1494,2025-11-27,1,0,4,1794.74,31.964858,34,Medium Risk
1495,2025-11-12,3,0,3,524.84,-0.8427799999999976,49,Medium Risk
1496,2025-07-22,0,0,2,413.28,4.7916360000000005,162,High Risk
1497,2025-12-05,1,1,4,1226.57,5.131575,26,Active
1498,2025-07-25,0,0,5,1150.41,3.3505060000000015,159,High Risk
1499,2025-12-12,1,1,6,1664.82,-56.714656000000005,19,Active
1500,2025-11-24,1,0,3,646.62,-19.628567,37,Medium Risk
1501,2025-11-27,3,0,4,1080.8400000000001,13.486664999999999,34,Medium Risk
1502,2025-08-03,0,0,3,1869.52,-13.746876,150,High Risk
1503,2025-04-13,0,0,1,213.89,-5.962484999999999,262,High Risk
1504,2025-05-27,0,0,1,96.22,0.6171139999999999,218,High Risk
1505,2025-12-12,2,1,3,845.66,9.412886,19,Active
1506,2025-11-26,1,0,3,1636.24,15.63454,35,Medium Risk
1507,2025-12-03,2,1,3,797.01,18.339085,28,Active
1508,2025-06-05,0,0,3,588.6,-0.28789399999999876,209,High Risk
1509,2025-02-16,0,0,2,933.79,13.334897000000002,318,High Risk
1510,2025-12-08,1,1,6,2018.02,25.888151,23,Active
1511,2025-10-11,1,0,4,808.79,-6.372119999999999,81,High Risk
1512,2025-08-09,0,0,3,804.02,1.4534389999999995,144,High Risk
1513,2025-12-31,2,2,5,2599.26,1.9805849999999992,0,Active
1514,2025-12-13,1,1,4,1700.84,19.729926000000003,18,Active
1515,2025-05-03,0,0,1,91.67,1.3150499999999998,242,High Risk
1516,2025-12-23,2,1,4,526.98,9.316348,8,Active
1517,2025-12-29,4,1,9,1752.46,26.429022999999994,2,Active
1518,2025-09-03,0,0,4,2308.09,-81.67409700000002,119,High Risk
